Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
2,3.68236459,4,512,13.81715325,4.966506594,17151.98889
3,3.330562216,4,512,11.16986765,2.677183172,16609.82136
1,3.51640287,32,256,12.2601761,3.169699239,10474.26099
1,3.146958417,32,256,12.68622849,3.440142132,10622.17677
3,3.230691411,8,256,15.27776005,2.414046461,9346.064574
1,3.622989129,8,256,11.06895484,2.243115831,9303.954707
3,2.124170022,8,1000,13.45266357,4.489168599,31372.50378
4,2.723562409,8,1000,16.54416122,4.930383118,31441.57775
3,2.053023605,8,512,11.6712837,3.214175191,16713.61175
3,3.96917002,32,256,14.09854633,2.262949509,10901.06255
1,3.860148349,4,256,15.71913429,2.197435282,9803.702788
1,1.598567028,8,512,16.65518785,4.673954619,17025.47405
5,3.263937931,8,256,15.48065984,3.391442749,9635.717453
5,3.813120794,4,256,15.32339329,2.96008195,9094.784528
4,1.951438363,8,256,15.95892854,3.429383814,9279.031746
5,2.919863076,4,256,13.67720733,2.954912284,9194.575658
3,3.788720744,4,256,15.8350672,3.467107326,9477.922639
1,1.584864946,32,512,11.04778643,4.578669191,17880.00453
5,3.243550668,16,256,16.54736633,3.776904113,10254.30377
5,2.243372518,32,512,13.65983906,4.083961318,18151.58677
4,3.810990488,16,256,14.32028113,3.094012029,10027.70827
4,3.927645613,16,1000,12.52929349,4.215517636,31901.47177
3,3.860666223,16,1000,15.455185,3.999851255,32319.9033
1,2.685535542,8,1000,11.45981484,2.358685993,31872.56842
4,3.655106627,32,1000,16.23581482,3.717928559,33229.67346
5,3.611373496,16,512,15.96870097,2.770230489,17242.82823
1,2.297751183,4,512,12.2963607,4.412287009,16631.41957
1,3.572288685,8,256,15.85594639,3.277813125,9925.178427
5,1.592519087,32,1000,15.7181464,4.984052496,32652.89808
4,2.990674696,16,512,14.79329959,2.277501314,17595.70911
5,2.075022093,4,256,13.24112106,4.341043588,9340.218261
1,1.801417214,32,256,12.62899253,4.021105201,10321.72941
2,1.692383004,32,512,12.39070154,4.302496492,18161.47164
2,3.24072194,8,1000,12.91165378,2.922589386,31859.43075
3,2.349687409,32,256,16.42135066,3.476163468,10668.63263
5,3.311916929,8,1000,11.46584466,4.389525559,31823.64815
5,1.663390852,16,1000,15.97322766,2.697623995,31815.64051
3,2.288225845,8,1000,13.09334045,2.67809959,31503.17147
3,2.848728231,4,256,14.12959638,3.65315286,9024.890809
3,3.476807912,8,1000,15.7669138,3.570690739,31547.05113
1,2.296881257,4,256,16.30625928,2.846787411,9385.939545
5,3.064728441,8,1000,13.06868852,2.894226952,31747.39378
1,3.714944371,32,256,13.77106089,2.83353549,11008.90677
3,3.03965797,16,1000,13.48709639,4.314536186,32447.60269
5,2.082398687,4,512,11.0795062,3.955702597,16669.19633
1,1.561001954,8,1000,12.77565733,4.49725155,31160.0432
1,3.675247185,8,1000,13.7551354,4.926419085,31821.65032
3,1.553173527,8,256,13.46656165,3.422492889,8991.512288
5,3.686754182,32,256,15.33157537,2.200081644,10405.95144
3,2.822342835,32,1000,13.3088217,2.144276931,32808.85645
5,3.847669246,4,512,13.93625869,2.886995118,17065.08163
2,3.496958089,4,512,13.57765155,4.797633768,16854.30343
4,3.994835276,32,256,15.44375689,3.569639165,10697.83678
4,2.376779539,4,512,16.17783439,2.815359548,16575.25184
4,3.417970722,16,1000,14.19133447,3.197500384,32274.63026
3,2.504827284,16,256,15.73659317,3.795785322,10131.59332
2,2.699689051,32,1000,12.78072009,3.958848974,33111.6885
5,3.068763658,4,256,14.24821766,2.461758529,9384.824877
1,3.684192785,8,256,13.07137972,4.93109503,9664.037025
5,3.960208673,16,256,13.48520555,3.634316681,9978.87405
1,3.420683535,32,256,15.39448319,2.407064953,10387.05309
5,2.544416955,4,512,16.28997489,4.68090576,16773.98749
2,2.553392506,32,1000,11.72897235,2.223915293,32629.16326
1,3.343955754,8,1000,14.80783554,4.7232063,31848.65515
3,2.096942864,16,1000,14.49286285,4.989696969,32205.9918
5,1.776185283,32,256,11.71049024,4.101295397,10723.11583
5,2.386555394,32,512,12.27136598,4.311341663,18152.54919
1,2.218097479,32,1000,12.86601497,3.011908509,32437.38944
3,2.240770301,8,512,12.00158642,4.824730558,16912.47369
3,2.084019378,32,256,12.4623769,3.589141898,10428.13123
2,1.605232974,8,1000,12.60560479,4.19716534,31566.95581
3,1.544684837,8,512,13.014043,4.772323148,16777.65549
3,3.969305974,8,256,15.49634272,4.925539928,9647.836305
3,2.569432834,16,512,14.43147322,4.49961307,17291.10775
4,2.460816618,16,1000,16.91748003,2.909052521,32039.042
2,3.199118207,32,1000,13.48841496,4.89964255,33063.242
5,2.04563472,32,256,15.52319044,3.884358594,10059.05042
1,3.87490296,16,256,16.22881053,4.791927429,9968.179815
5,3.465862536,4,256,15.07387096,4.028315077,9471.946769
2,1.723527506,16,512,13.47118844,2.921716886,17573.05789
1,2.543951939,8,512,15.52156778,3.110073572,16968.45372
2,3.697795769,16,512,12.22200283,3.651415331,17844.55901
3,3.861830056,8,256,12.96531299,4.370044525,9905.976595
1,2.668503778,32,1000,14.28011153,2.953947654,32812.68703
3,3.033528473,4,1000,14.45245632,3.739193498,31446.72118
5,1.917584865,32,512,11.13284885,3.036874981,17999.39031
5,3.977921565,8,512,16.67068513,4.447308214,17328.13458
1,2.079179253,8,1000,15.17976363,3.400184281,31803.59381
1,3.856829435,8,1000,13.9742225,2.230168481,31773.80362
2,3.124116622,4,512,16.59876341,2.498157564,17299.4301
2,3.019341987,16,512,13.63457339,2.183314003,17354.57521
3,2.781721278,32,1000,16.88261342,3.497908838,32706.13245
1,2.076674529,32,256,14.07370854,2.319011892,10558.3744
5,1.94132008,16,512,11.68571462,2.342419908,17504.6662
2,2.051215523,32,1000,15.58880583,4.82314478,32809.51887
2,1.966095655,4,1000,15.07338635,4.617965217,31435.52409
5,3.448961184,32,1000,15.63792033,3.35625979,33459.84749
2,2.375313148,8,1000,16.70865217,4.957415963,31908.59207
3,1.644606691,16,256,15.65893582,2.000559585,9608.279542
1,3.922756575,4,1000,14.66801961,3.841938369,31653.26295
5,3.709464712,16,512,16.14385341,3.849284532,17905.28894
1,3.819380708,4,256,15.03947864,3.372329168,9576.799205
2,3.987269557,8,1000,13.44871434,3.190843919,32018.2351
2,1.934738123,16,256,16.31371859,3.366149406,9594.157765
5,2.490605047,32,512,12.33140276,3.244881308,18157.02232
3,3.395596189,4,1000,15.28784765,4.191477432,31613.4575
4,3.240051545,16,512,16.28938073,2.406066305,17547.6635
5,1.884739766,32,1000,15.38789912,2.592917662,32638.54713
4,3.539582812,16,1000,15.18365251,2.541554685,32339.21379
4,2.06110143,16,1000,15.51582976,2.787411755,31865.3997
3,2.059544037,16,1000,13.79033149,3.575775256,31987.43352
4,2.842436057,4,1000,16.24502409,2.333626242,31150.07678
4,2.982349837,32,256,12.22061885,4.604507886,10454.86243
3,2.95021552,8,1000,11.7643185,2.892084594,31916.07447
4,1.728717093,4,1000,12.71305268,2.487613962,31095.04249
4,3.693652157,4,256,14.18946438,4.026863929,9480.671472
4,2.164000106,4,256,14.06337077,2.114258902,8909.468098
5,1.823787303,8,256,15.92359255,3.859905695,9379.787386
5,3.7218702,32,256,13.42741194,4.094595292,10692.55454
5,3.889128746,32,256,13.90606656,2.644749594,10742.17026
3,3.655319043,32,256,11.0802061,2.12589222,10722.2793
2,3.523790187,16,1000,13.45843542,3.090936077,31974.33199
4,3.138104952,16,1000,14.8866454,2.295782691,32396.81424
4,2.877143427,16,512,11.09304998,2.349433549,17694.48204
3,1.7174669,8,1000,12.68529179,2.762783694,31397.56508
4,2.521133033,16,1000,12.24773816,2.886403774,32125.15817
5,2.431721293,8,256,11.25191257,3.589911023,9411.265536
2,2.149384459,32,256,13.87556054,4.035175657,10428.78484
1,3.308550284,16,1000,12.09033976,3.778312823,31944.08429
4,2.739689338,16,512,15.45848924,2.445081012,17811.47327
5,1.70261554,4,256,16.0875673,2.516258097,8938.607532
1,2.050458005,8,1000,14.2735111,4.636307749,31427.37179
2,3.208146909,32,1000,16.89024406,3.675056945,33370.44208
1,1.690327149,4,512,13.70287143,4.609813499,16748.03648
5,3.628017285,4,512,14.08020926,3.114639534,17087.54726
1,2.737866318,32,256,16.93530652,3.843200022,10433.69526
3,2.701466443,4,512,12.38929062,3.570990248,16972.93001
1,2.981019462,8,1000,16.65527564,2.957370469,32379.03942
4,3.561702415,8,1000,11.25702533,3.409746116,31979.48506
4,2.36952302,16,512,13.67832134,3.50747263,17471.614
3,3.195040381,4,512,11.42002107,2.602312924,17045.60393
5,2.91432991,16,512,15.37540846,2.945031117,17455.30077
4,2.167570675,4,512,14.65045362,4.374229252,16675.25077
2,3.696574966,8,256,15.23980558,4.747364718,9506.548361
4,3.493565054,8,512,13.2468824,3.079382281,17077.86684
4,3.146129587,8,256,13.2168916,2.920916847,9373.865608
5,3.626454323,4,1000,11.27191567,2.585591494,31553.45182
1,3.668235502,8,512,13.09966964,4.035473506,17166.34886
4,3.270907442,4,256,16.57573041,2.969299105,9281.467499
3,3.592533321,16,512,13.27535922,4.963248617,17642.98373
1,3.243678654,4,1000,15.98820624,2.977054406,31654.48792
2,3.200351929,16,1000,16.05395303,3.18240814,32262.79786
5,3.046528446,4,1000,13.23944694,3.810002589,31840.45411
2,3.381791599,16,512,14.79193208,4.40505288,17603.49328
1,1.896512763,8,512,11.57222961,3.408555996,17278.83978
1,3.702176898,16,256,11.62207148,3.267968101,9990.735036
1,3.679608819,8,1000,11.29194598,4.986913501,31722.43963
2,1.573118208,8,512,14.48609056,2.031480923,17113.94729
1,3.564541876,16,1000,13.55642587,4.685195867,32221.27948
2,1.822174669,4,1000,14.28819414,2.447422478,30846.98776
1,2.337797136,4,256,14.12643914,4.357775829,9085.709823
3,3.358770641,32,256,13.10121795,3.85379468,10625.40537
1,1.90189974,4,256,15.06484049,3.025541856,9352.730816
2,3.54491756,32,256,15.55101129,4.621624867,10574.27415
4,3.580335445,4,1000,11.08776955,2.038721684,31550.9043
1,2.768669334,4,256,12.2434538,2.680071956,9405.330099
4,1.515964679,8,256,15.27941521,3.700678389,9230.656163
3,2.217595333,32,256,13.31972104,3.05462678,10425.07585
5,3.042317296,4,256,14.97490368,3.831132486,9098.353075
3,3.952965445,32,1000,13.08177596,2.07233058,33201.85445
1,3.079533818,8,256,13.34453091,2.349376791,9433.443385
4,2.149508953,8,1000,11.95207324,2.381288721,31391.56452
4,3.085014258,32,512,12.54938612,2.567850938,18159.14276
2,2.849963449,8,1000,14.63247055,3.377994322,31565.96773
4,3.449613488,16,1000,13.59897867,4.256386099,32020.82729
2,1.767451597,16,256,15.6458161,4.716616514,9786.047228
5,3.402569756,8,512,16.11550973,4.506117591,17377.64164
1,2.853166447,16,512,14.24987851,2.590663615,17676.85911
2,3.90748001,4,512,15.54960375,3.323451657,17120.15347
5,2.354680415,32,512,12.84142708,2.598234793,18113.25652
4,3.081554733,4,1000,13.48982729,2.79341545,31513.29692
4,3.830070264,32,512,15.27666606,3.510640945,18700.66128
5,1.75627432,8,1000,13.31727196,2.204327074,31131.52747
4,3.843071218,4,1000,14.53102961,2.654522989,31629.79239
5,3.219714306,8,1000,12.11223667,4.806134484,31560.65712
2,1.669592648,8,512,14.59862789,3.398348878,17123.88511
2,2.252408917,32,256,16.16908224,3.336159578,10425.01033
5,3.270430222,32,256,16.21183784,2.043701464,10410.68802
2,1.668376504,32,512,15.34606644,2.742199241,18117.85937
2,2.95542615,4,256,15.47452027,4.598877308,9160.564024
2,2.364707642,16,256,14.34756467,2.493885285,9603.568208
3,3.052288794,32,1000,14.50800854,3.245374819,32836.15779
1,1.614355085,32,1000,11.80190349,2.042992718,32498.5822
4,3.678842015,4,512,13.66315513,3.435006445,17176.3935
3,3.933722423,32,512,13.7046577,2.06306332,18544.96448
2,3.922194638,4,256,16.75098701,4.458828659,9415.27723
5,3.374129579,8,1000,13.58652118,4.474561302,31582.16295
2,1.8252156,32,512,14.29605587,4.363226565,18033.55331
1,3.39565799,32,512,14.1995084,2.850092207,18446.74642
2,1.561467291,8,512,14.8205703,4.511711655,16883.31864
5,1.555308879,8,512,15.48939699,3.628994398,16876.73665
1,2.309025548,8,512,12.35025126,3.121424327,16753.07736
2,2.721607976,32,512,14.17234651,3.875989879,17768.37331
1,3.426018545,16,256,15.95550624,2.037023138,10323.86735
4,3.208238442,16,1000,13.77868828,2.428882633,31931.00525
4,2.614756766,16,1000,12.67074528,4.226880615,31641.10586
2,2.184066666,32,512,14.92825445,2.732484826,18194.1567
1,3.99281125,8,1000,15.94260437,3.794027352,31637.77036
5,2.565453256,32,1000,11.37884176,3.155307808,32648.15466
2,2.628467561,8,1000,15.6607429,4.564417336,31803.03428
4,1.909059553,32,512,15.9298876,4.857245918,18466.37466
4,3.487023872,32,512,13.76913757,4.650694185,18463.78295
2,3.234205564,8,1000,16.89983394,2.811859984,31768.88734
1,2.051924032,16,1000,15.72025004,2.582488607,31988.68101
4,1.705952614,8,512,15.64197539,3.423304681,16518.07979
1,3.201248255,4,256,15.48703145,2.022002453,9219.619834
4,3.136278036,4,1000,11.90364862,2.077428179,31454.59798
4,2.183148817,8,256,12.30338532,3.659871919,9256.764483
3,3.877158906,32,1000,13.78394079,3.561348212,33503.93504
4,1.877644729,4,256,12.5840261,4.983745967,8570.01295
5,2.580837003,4,256,13.49144583,2.605525506,9058.40554
2,3.8590398,32,256,16.33078466,2.774311787,10483.97863
2,2.549318292,32,512,15.94596135,2.340621927,18164.70385
1,3.096314869,16,256,14.78023927,4.752629029,9674.421041
4,2.493985995,32,256,16.14872237,4.333433733,10259.56805
5,2.185538006,8,256,15.70263433,4.467017334,9469.108521
1,3.95994412,8,1000,13.57390959,4.708291364,31967.51364
3,2.523335016,16,256,12.20639091,3.57469996,9852.218948
1,3.735248009,4,1000,14.08520624,3.353579574,31588.88717
1,2.074886515,4,256,15.4173733,2.991174421,9059.269729
4,2.03276176,32,256,13.61851759,3.767643843,10740.17439
3,1.577835207,8,512,15.00063146,3.36283519,16841.40728
1,3.129167063,4,1000,11.56596456,3.35469676,31685.19705
5,2.421315859,16,256,15.48802842,4.810783591,9602.424644
5,3.660895625,16,1000,15.87628172,4.952094543,32443.38728
2,2.683024767,8,1000,15.24102713,4.389453168,31587.74709
3,3.92048357,16,512,16.80358153,4.270274271,17358.18113
3,1.963813789,16,512,15.95991234,4.041674485,17330.02768
2,3.67155792,8,512,16.41856237,2.498224557,17203.63996
1,3.441492132,32,512,16.6014265,2.177317463,18133.59751
3,3.427304612,32,512,15.80808795,4.072178945,18459.19946
5,3.61195807,16,512,15.04555305,4.186358667,17462.73379
5,3.402559977,32,512,11.03431149,2.140918973,18958.31729
4,3.065550804,32,512,13.79495452,4.784155251,18008.27925
3,1.828112194,16,256,14.42697379,2.273421918,9368.842707
1,1.581315449,32,1000,12.82418163,2.857701601,32818.07993
2,3.80211962,16,512,12.90862668,4.017169438,17611.82039
2,3.041625786,4,512,16.76695649,2.509617783,17148.40857
1,3.491343227,8,1000,16.35026519,2.166247665,31979.68968
4,2.703805879,8,256,16.09507403,2.993439467,9296.266836
2,1.793270472,32,1000,13.43607081,4.297914725,32408.57788
3,1.812964481,32,1000,11.0821913,3.241036037,32866.04298
